,Unnamed: 0,name,album,artist,release_date,length,popularity,danceability,acousticness,danceability.1,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature,Genre/Mood,Language,release_year
97,97,No Limit,The Beautiful & Damned,G-Eazy,2017-12-15,245386,75,0.838,0.0117,0.838,0.7709999999999999,0.0,0.0853,-3.7910000000000004,0.244,175.957,4,Hip-Hop,English,2017
98,98,VALENTINO,VALENTINO,24kGoldn,2019-01-25,179133,71,0.745,0.19699999999999998,0.745,0.718,0.0,0.134,-4.853,0.183,151.097,4,Hip-Hop,English,2019
99,99,Rodeo,7 EP,Lil Nas X,2019-06-21,158706,77,0.706,0.139,0.706,0.679,6.979999999999999e-05,0.465,-5.614,0.0324,140.08100000000002,4,Hip-Hop,English,2019
100,0,Blinding Lights,Blinding Lights,The Weeknd,2019-11-29,201573,54,0.513,0.00147,0.513,0.7959999999999999,0.00020899999999999998,0.0938,-4.075,0.0629,171.017,4,Hip-Hop,English,2019
101,1,Heartless,Heartless,The Weeknd,2019-11-27,200080,39,0.531,0.00632,0.531,0.75,7.6e-05,0.11699999999999999,-5.831,0.111,169.954,4,Hip-Hop,English,2019
102,2,Starboy,Starboy,The Weeknd,2016-11-25,230453,84,0.679,0.141,0.679,0.5870000000000001,6.35e-06,0.13699999999999998,-7.015,0.276,186.003,4,Hip-Hop,English,2016
103,3,After Hours,After Hours,The Weeknd,2020-02-19,361946,43,0.6629999999999999,0.0938,0.6629999999999999,0.5670000000000001,0.00978,0.124,-5.941,0.0309,108.959,4,Hip-Hop,English,2020
104,4,The Hills,Beauty Behind The Madness,The Weeknd,2015-08-28,242253,84,0.585,0.0671,0.585,0.564,0.0,0.135,-7.063,0.0515,113.00299999999999,4,Hip-Hop,English,2015
105,5,Low Life (feat. The Weeknd),EVOL,Future,2016-04-13,313546,75,0.722,0.337,0.722,0.331,0.28300000000000003,0.146,-7.789,0.0725,143.974,4,Hip-Hop,English,2016
106,6,I Feel It Coming,Starboy,The Weeknd,2016-11-25,269186,80,0.773,0.428,0.773,0.8190000000000001,0.0,0.0679,-5.946000000000001,0.11800000000000001,92.98700000000001,4,Hip-Hop,English,2016
107,7,Rockin’,Starboy,The Weeknd,2016-11-25,232880,68,0.738,0.0133,0.738,0.885,0.0,0.0821,-5.547000000000001,0.20600000000000002,112.87799999999999,4,Hip-Hop,English,2016
108,8,Party Monster,Starboy,The Weeknd,2016-11-25,249213,73,0.573,0.18899999999999997,0.573,0.63,2.3100000000000002e-05,0.259,-8.389,0.105,77.525,4,Hip-Hop,English,2016
109,9,Can't Feel My Face,Beauty Behind The Madness,The Weeknd,2015-08-28,213520,80,0.705,0.113,0.705,0.769,0.0,0.105,-5.526,0.0425,107.949,4,Hip-Hop,English,2015
110,10,"Earned It (Fifty Shades Of Grey) - From The ""Fifty Shades Of Grey"" Soundtrack","Earned It (Fifty Shades Of Grey) [From The ""Fifty Shades Of Grey"" Soundtrack]",The Weeknd,2014-12-23,252226,78,0.659,0.385,0.659,0.381,0.0,0.0972,-5.922000000000001,0.0304,119.844,3,Hip-Hop,English,2014
111,11,A Lonely Night,Starboy,The Weeknd,2016-11-25,220173,67,0.853,0.0431,0.853,0.6629999999999999,8.71e-06,0.0891,-6.955,0.0755,113.99799999999999,4,Hip-Hop,English,2016
112,12,Reminder,Starboy,The Weeknd,2016-11-25,218880,73,0.706,0.142,0.706,0.505,0.0,0.16399999999999998,-6.922999999999999,0.193,160.053,4,Hip-Hop,English,2016
113,13,False Alarm,Starboy,The Weeknd,2016-11-25,220306,69,0.517,0.0324,0.517,0.677,3.37e-05,0.18899999999999997,-6.372999999999999,0.0746,173.97799999999998,4,Hip-Hop,English,2016
114,14,Die For You,Starboy,The Weeknd,2016-11-25,260253,77,0.5820000000000001,0.111,0.5820000000000001,0.525,0.0,0.134,-7.162999999999999,0.0627,133.249,4,Hip-Hop,English,2016
115,15,Love Me Harder,My Everything (Deluxe),Ariana Grande,2014-08-25,236133,74,0.47200000000000003,0.00937,0.47200000000000003,0.7140000000000001,0.0,0.0764,-4.388999999999999,0.0334,98.992,4,Hip-Hop,English,2014
116,16,Tell Your Friends,Beauty Behind The Madness,The Weeknd,2015-08-28,334333,68,0.583,0.265,0.583,0.45399999999999996,0.0,0.18100000000000002,-11.091,0.0425,74.64,4,Hip-Hop,English,2015
117,17,Prisoner,Beauty Behind The Madness,The Weeknd,2015-08-28,274960,63,0.551,0.44299999999999995,0.551,0.405,0.000217,0.11,-12.755999999999998,0.0398,135.017,4,Hip-Hop,English,2015
118,18,Secrets,Starboy,The Weeknd,2016-11-25,265600,71,0.664,0.0155,0.664,0.7709999999999999,9.6e-06,0.46,-5.779,0.0533,109.945,4,Hip-Hop,English,2016
119,19,Sidewalks,Starboy,The Weeknd,2016-11-25,231360,70,0.542,0.147,0.542,0.72,0.0,0.348,-5.136,0.0628,149.828,4,Hip-Hop,English,2016
120,20,True Colors,Starboy,The Weeknd,2016-11-25,206013,69,0.624,0.28600000000000003,0.624,0.424,0.0,0.17300000000000001,-8.237,0.24,76.671,4,Hip-Hop,English,2016
121,21,Six Feet Under,Starboy,The Weeknd,2016-11-25,237573,68,0.772,0.129,0.772,0.504,0.0,0.125,-8.219,0.0761,140.035,4,Hip-Hop,English,2016
122,22,In The Night,Beauty Behind The Madness,The Weeknd,2015-08-28,235653,72,0.505,0.0796,0.505,0.68,0.0,0.0465,-4.993,0.0714,168.02200000000002,3,Hip-Hop,English,2015
123,23,Often,Beauty Behind The Madness,The Weeknd,2015-08-28,249040,76,0.5720000000000001,0.222,0.5720000000000001,0.631,0.0,0.135,-9.836,0.0476,134.078,4,Hip-Hop,English,2015
124,24,Dark Times,Beauty Behind The Madness,The Weeknd,2015-08-28,260640,68,0.501,0.11599999999999999,0.501,0.40299999999999997,1.0300000000000001e-05,0.124,-9.611,0.0747,132.608,3,Hip-Hop,English,2015
125,25,The Zone,Trilogy,The Weeknd,2012-01-01,418506,60,0.619,0.26,0.619,0.521,0.000542,0.10099999999999999,-8.092,0.0744,139.886,4,Hip-Hop,English,2012
126,26,Stargirl Interlude,Starboy,The Weeknd,2016-11-25,111640,65,0.638,0.35100000000000003,0.638,0.474,0.191,0.105,-12.7,0.124,179.771,4,Hip-Hop,English,2016
127,27,Attention,Starboy,The Weeknd,2016-11-25,197653,66,0.6709999999999999,0.688,0.6709999999999999,0.428,0.000182,0.11900000000000001,-7.0520000000000005,0.124,148.04,4,Hip-Hop,English,2016
128,28,Love To Lay,Starboy,The Weeknd,2016-11-25,223293,64,0.711,0.052000000000000005,0.711,0.807,0.0,0.214,-5.052,0.0608,116.971,4,Hip-Hop,English,2016
129,29,All I Know,Starboy,The Weeknd,2016-11-25,321026,64,0.467,0.42100000000000004,0.467,0.41700000000000004,0.000202,0.102,-10.614,0.07400000000000001,120.021,4,Hip-Hop,English,2016
130,30,Nothing Without You,Starboy,The Weeknd,2016-11-25,198653,65,0.575,0.0646,0.575,0.634,0.0,0.0878,-8.1,0.068,109.825,4,Hip-Hop,English,2016
131,31,Ordinary Life,Starboy,The Weeknd,2016-11-25,221920,66,0.537,0.0275,0.537,0.5870000000000001,0.0,0.0961,-7.486000000000001,0.0771,149.748,4,Hip-Hop,English,2016
132,32,"Or Nah (feat. The Weeknd, Wiz Khalifa & DJ Mustard) - Remix","Or Nah (feat. The Weeknd, Wiz Khalifa & DJ Mustard) [Remix]",Ty Dolla $ign,2014-06-10,242983,80,0.805,0.22,0.805,0.33,0.0,0.105,-8.712,0.1,121.97,4,Hip-Hop,English,2014
133,33,Wicked Games,Trilogy,The Weeknd,2012-01-01,323746,73,0.6579999999999999,0.009590000000000001,0.6579999999999999,0.591,5.27e-06,0.325,-5.197,0.0309,114.07799999999999,4,Hip-Hop,English,2012
134,34,Shameless,Beauty Behind The Madness,The Weeknd,2015-08-28,253506,67,0.603,0.147,0.603,0.563,0.0,0.109,-8.312999999999999,0.027000000000000003,100.06,4,Hip-Hop,English,2015
135,35,Losers,Beauty Behind The Madness,The Weeknd,2015-08-28,281146,62,0.6659999999999999,0.0355,0.6659999999999999,0.485,0.000599,0.504,-9.85,0.053,91.007,4,Hip-Hop,English,2015
136,36,Live For,Kiss Land,The Weeknd,2013-01-01,222666,60,0.626,0.517,0.626,0.68,0.0,0.114,-7.64,0.11199999999999999,75.97800000000001,4,Hip-Hop,English,2013
137,37,Don't Feel the Same / Know Your Faith,Don't Feel the Same / Know Your Faith,Joey Montanda,2019-11-20,249678,12,0.429,0.14300000000000002,0.429,0.35600000000000004,1.57e-05,0.10400000000000001,-16.477,0.0332,99.96,4,Hip-Hop,English,2019
138,38,High For This,Trilogy,The Weeknd,2012-01-01,247226,68,0.465,0.7440000000000001,0.465,0.40299999999999997,0.000667,0.0777,-8.895,0.0755,74.95,4,Hip-Hop,English,2012
139,39,Real Life,Beauty Behind The Madness,The Weeknd,2015-08-28,223373,61,0.581,0.439,0.581,0.652,0.0,0.35100000000000003,-5.039,0.0496,90.634,4,Hip-Hop,English,2015
140,40,Angel,Beauty Behind The Madness,The Weeknd,2015-08-28,377346,63,0.626,0.105,0.626,0.583,0.0,0.115,-7.574,0.0435,127.96600000000001,4,Hip-Hop,English,2015
141,41,Lonely Star,Trilogy,The Weeknd,2012-01-01,349213,55,0.45799999999999996,0.395,0.45799999999999996,0.705,0.0195,0.601,-5.462999999999999,0.0672,157.97,4,Hip-Hop,English,2012
142,42,The Morning,Trilogy,The Weeknd,2012-01-01,312426,0,0.6559999999999999,0.34,0.6559999999999999,0.555,0.0,0.0993,-7.6,0.0374,120.096,4,Hip-Hop,English,2012
143,43,The Party & The After Party,Trilogy,The Weeknd,2012-01-01,459386,0,0.6729999999999999,0.46,0.6729999999999999,0.659,0.0,0.11699999999999999,-7.26,0.11199999999999999,101.804,4,Hip-Hop,English,2012
144,44,In Your Eyes,After Hours,The Weeknd,2020-03-20,237520,90,0.667,0.00285,0.667,0.7190000000000001,8.1e-05,0.0736,-5.371,0.0346,100.021,4,Hip-Hop,English,2020
145,0,Broken Whiskey Glass,Stoney (Deluxe),Post Malone,2016-12-09,233813,1,0.35200000000000004,0.327,0.35200000000000004,0.6890000000000001,2.21e-06,0.13,-7.308,0.0616,99.74600000000001,4,Hip-Hop,English,2016
146,1,Big Lie,Stoney (Deluxe),Post Malone,2016-12-09,207680,0,0.43200000000000005,0.184,0.43200000000000005,0.6859999999999999,0.0,0.0722,-4.937,0.19699999999999998,170.86,4,Hip-Hop,English,2016
147,2,Deja Vu,Stoney (Deluxe),Post Malone,2016-12-09,234213,0,0.62,0.102,0.62,0.701,0.0,0.11699999999999999,-6.535,0.0451,133.904,4,Hip-Hop,English,2016
148,3,No Option,Stoney (Deluxe),Post Malone,2016-12-09,179826,0,0.5489999999999999,0.0845,0.5489999999999999,0.7240000000000001,0.0,0.256,-5.048,0.121,167.993,4,Hip-Hop,English,2016
149,4,Cold,Stoney (Deluxe),Post Malone,2016-12-09,268933,1,0.6579999999999999,0.627,0.6579999999999999,0.5710000000000001,5.27e-06,0.10300000000000001,-7.697,0.0432,132.993,4,Hip-Hop,English,2016
150,5,White Iverson,Stoney (Deluxe),Post Malone,2016-12-09,256533,0,0.679,0.21600000000000003,0.679,0.565,0.0,0.0797,-7.654,0.035,130.079,4,Hip-Hop,English,2016
151,6,I Fall Apart,Stoney (Deluxe),Post Malone,2016-12-09,223346,0,0.5720000000000001,0.068,0.5720000000000001,0.557,0.0,0.2,-5.346,0.0407,143.908,4,Hip-Hop,English,2016
152,7,Patient,Stoney (Deluxe),Post Malone,2016-12-09,194333,0,0.5,0.544,0.5,0.6509999999999999,0.0,0.129,-6.224,0.316,89.99600000000001,4,Hip-Hop,English,2016
153,8,Go Flex,Stoney (Deluxe),Post Malone,2016-12-09,179613,0,0.6679999999999999,0.253,0.6679999999999999,0.49,0.0,0.0718,-8.274,0.11900000000000001,81.985,4,Hip-Hop,English,2016
154,9,Feel,Stoney (Deluxe),Post Malone,2016-12-09,197120,1,0.581,0.244,0.581,0.498,5.41e-06,0.077,-8.279,0.0527,120.01799999999999,4,Hip-Hop,English,2016
155,10,Too Young,Stoney (Deluxe),Post Malone,2016-12-09,237146,0,0.606,0.293,0.606,0.631,7.950000000000001e-05,0.0834,-6.475,0.0607,123.01799999999999,4,Hip-Hop,English,2016
156,11,Congratulations,Stoney (Deluxe),Post Malone,2016-12-09,220293,0,0.624,0.182,0.624,0.8059999999999999,0.0,0.299,-4.271,0.0364,123.117,4,Hip-Hop,English,2016
157,12,Up There,Stoney (Deluxe),Post Malone,2016-12-09,194826,0,0.6509999999999999,0.415,0.6509999999999999,0.37,1.2e-05,0.0923,-8.222999999999999,0.0311,72.944,4,Hip-Hop,English,2016
158,13,"Yours Truly, Austin Post",Stoney (Deluxe),Post Malone,2016-12-09,219146,0,0.649,0.45,0.649,0.655,1.28e-06,0.168,-5.757000000000001,0.0654,126.02600000000001,4,Hip-Hop,English,2016
159,14,Leave,Stoney (Deluxe),Post Malone,2016-12-09,324853,1,0.5379999999999999,0.226,0.5379999999999999,0.5760000000000001,7.35e-05,0.132,-7.1610000000000005,0.0231,90.09,4,Hip-Hop,English,2016
160,15,Hit This Hard,Stoney (Deluxe),Post Malone,2016-12-09,249026,0,0.623,0.292,0.623,0.564,0.00225,0.0837,-8.951,0.0553,140.03,4,Hip-Hop,English,2016
161,16,Money Made Me Do It,Stoney (Deluxe),Post Malone,2016-12-09,224960,0,0.575,0.324,0.575,0.43,0.0,0.0673,-6.526,0.23800000000000002,120.105,3,Hip-Hop,English,2016
162,17,Feeling Whitney,Stoney (Deluxe),Post Malone,2016-12-09,257266,0,0.433,0.81,0.433,0.223,3.67e-06,0.22899999999999998,-12.616,0.0375,81.03,4,Hip-Hop,English,2016
163,18,Burning Man,Burning Man,watt,2017-01-18,197506,53,0.573,0.009170000000000001,0.573,0.879,1.08e-06,0.0513,-2.782,0.0602,158.162,4,Hip-Hop,English,2017
164,19,The Meaning,First Time For Everything (Part 1),FKi 1st,2016-05-20,225007,53,0.6779999999999999,0.0949,0.6779999999999999,0.455,0.0,0.0798,-10.392999999999999,0.0905,144.029,4,Hip-Hop,English,2016
165,20,Paranoid,beerbongs & bentleys,Post Malone,2018-04-27,221786,73,0.625,0.038,0.625,0.536,2.3100000000000002e-05,0.16699999999999998,-5.428,0.0776,159.914,4,Hip-Hop,English,2018
166,21,Spoil My Night (feat. Swae Lee),beerbongs & bentleys,Post Malone,2018-04-27,194560,72,0.672,0.341,0.672,0.7170000000000001,2.4e-05,0.106,-2.714,0.034,160.981,4,Hip-Hop,English,2018
167,22,Rich & Sad,beerbongs & bentleys,Post Malone,2018-04-27,206453,73,0.599,0.198,0.599,0.5710000000000001,0.0,0.0969,-4.998,0.0665,151.974,4,Hip-Hop,English,2018
168,23,Zack And Codeine,beerbongs & bentleys,Post Malone,2018-04-27,204360,70,0.738,0.15,0.738,0.8240000000000001,0.0,0.132,-5.165,0.0437,138.039,4,Hip-Hop,English,2018
169,24,Takin' Shots,beerbongs & bentleys,Post Malone,2018-04-27,216746,70,0.762,0.61,0.762,0.621,0.0,0.46399999999999997,-6.24,0.0866,120.056,4,Hip-Hop,English,2018
170,25,rockstar (feat. 21 Savage),beerbongs & bentleys,Post Malone,2018-04-27,218146,87,0.585,0.124,0.585,0.52,7.01e-05,0.131,-6.136,0.0712,159.80100000000002,4,Hip-Hop,English,2018
171,26,Over Now,beerbongs & bentleys,Post Malone,2018-04-27,246986,73,0.569,0.139,0.569,0.777,0.0,0.132,-4.041,0.0834,164.02700000000002,4,Hip-Hop,English,2018
172,27,Psycho (feat. Ty Dolla $ign),beerbongs & bentleys,Post Malone,2018-04-27,221440,82,0.75,0.546,0.75,0.56,0.0,0.111,-8.094,0.105,140.06,4,Hip-Hop,English,2018
173,28,Better Now,beerbongs & bentleys,Post Malone,2018-04-27,231266,85,0.68,0.331,0.68,0.578,0.0,0.135,-5.803999999999999,0.04,145.03799999999998,4,Hip-Hop,English,2018
174,29,Ball For Me (feat. Nicki Minaj),beerbongs & bentleys,Post Malone,2018-04-27,206266,73,0.797,0.513,0.797,0.55,0.0,0.0786,-4.166,0.24,134.20600000000002,4,Hip-Hop,English,2018
175,30,Otherside,beerbongs & bentleys,Post Malone,2018-04-27,228226,70,0.652,0.318,0.652,0.643,2.87e-06,0.20800000000000002,-5.667000000000001,0.0353,104.932,4,Hip-Hop,English,2018
176,31,Stay,beerbongs & bentleys,Post Malone,2018-04-27,204426,77,0.507,0.449,0.507,0.48,0.0,0.147,-5.417999999999999,0.0266,86.046,4,Hip-Hop,English,2018
177,32,Blame It On Me,beerbongs & bentleys,Post Malone,2018-04-27,261800,70,0.652,0.145,0.652,0.591,5.65e-06,0.16399999999999998,-7.274,0.0418,121.87299999999999,4,Hip-Hop,English,2018
178,33,Same Bitches (feat. G-Eazy & YG),beerbongs & bentleys,Post Malone,2018-04-27,212466,71,0.731,0.434,0.731,0.774,3.34e-06,0.114,-5.273,0.0555,100.005,4,Hip-Hop,English,2018
179,34,Jonestown (Interlude),beerbongs & bentleys,Post Malone,2018-04-27,112013,60,0.38,0.755,0.38,0.45399999999999996,0.623,0.263,-10.270999999999999,0.0362,77.592,4,Hip-Hop,English,2018
180,35,92 Explorer,beerbongs & bentleys,Post Malone,2018-04-27,211426,73,0.7979999999999999,0.265,0.7979999999999999,0.733,1.25e-06,0.114,-4.811,0.0476,146.046,4,Hip-Hop,English,2018
181,36,Candy Paint,beerbongs & bentleys,Post Malone,2018-04-27,227533,79,0.664,0.64,0.664,0.667,1.22e-06,0.0753,-5.941,0.154,180.06400000000002,4,Hip-Hop,English,2018
182,37,Sugar Wraith,beerbongs & bentleys,Post Malone,2018-04-27,228146,70,0.606,0.262,0.606,0.775,0.0,0.1,-4.269,0.0671,164.02,4,Hip-Hop,English,2018
183,38,Candy Paint,Fast & Furious 8: The Album,Various Artists,2017-04-14,229053,49,0.672,0.604,0.672,0.684,0.0,0.081,-5.468,0.158,180.00799999999998,4,Hip-Hop,English,2017
184,39,Ball For Me (feat. Nicki Minaj),Summer Of Hip Hop,Various Artists,2018-06-22,206540,0,0.764,0.47700000000000004,0.764,0.532,0.0,0.0712,-4.178999999999999,0.309,134.02700000000002,4,Hip-Hop,English,2018
185,40,Tryna F**k Me (feat. Post Malone),The Kanan Tape,Various Artists,2016-01-22,157368,53,0.8170000000000001,0.0739,0.8170000000000001,0.608,0.0,0.0977,-8.45,0.273,119.986,4,Hip-Hop,English,2016
186,41,"Embarrassed (feat. Post Malone, Riff Raff & Lil B)",East Atlanta Santa 2,Gucci Mane,2015-12-25,260139,30,0.8109999999999999,0.0356,0.8109999999999999,0.348,0.0,0.0911,-10.184,0.43799999999999994,142.91,4,Hip-Hop,English,2015
187,42,Sunflower - Spider-Man: Into the Spider-Verse,Sunflower (Spider-Man: Into the Spider-Verse),Post Malone,2018-10-18,158053,3,0.753,0.551,0.753,0.498,0.0,0.0706,-5.61,0.0504,89.95,4,Hip-Hop,English,2018
188,43,"Camera (feat. 1st FKI, Lil Uzi Vert, Mac Miller, and Post Malone)",Quality Street Music 2,DJ Drama,2016-07-22,328346,17,0.522,0.109,0.522,0.483,0.0,0.11599999999999999,-7.622000000000001,0.303,100.132,4,Hip-Hop,English,2016
189,44,all my friends,i am > i was,21 Savage,2018-12-21,211785,68,0.713,0.171,0.713,0.62,1.16e-06,0.11800000000000001,-4.513,0.0422,130.09,4,Hip-Hop,English,2018
190,45,Wow. - Remix,Wow. (Remix),Post Malone,2019-03-15,170053,70,0.797,0.14800000000000002,0.797,0.64,0.0,0.209,-6.272,0.19399999999999998,100.00200000000001,4,Hip-Hop,English,2019
191,46,Too Late,"Tha Truth, Pt. 3",Trae Tha Truth,2017-07-21,243840,35,0.524,0.49200000000000005,0.524,0.682,2.83e-06,0.107,-4.936,0.128,86.70700000000001,4,Hip-Hop,English,2017
192,47,Celebrate (feat. Travis Scott & Post Malone),Father Of Asahd,DJ Khaled,2019-05-17,206498,67,0.36200000000000004,0.26899999999999996,0.36200000000000004,0.7140000000000001,0.0,0.21,-3.07,0.0835,67.4,4,Hip-Hop,English,2019
193,48,Hollywood's Bleeding,Hollywood's Bleeding,Post Malone,2019-09-06,156266,1,0.405,0.331,0.405,0.6459999999999999,0.0,0.10300000000000001,-3.2060000000000004,0.0476,130.218,4,Hip-Hop,English,2019
194,49,Saint-Tropez,Hollywood's Bleeding,Post Malone,2019-09-06,150866,4,0.617,0.0545,0.617,0.684,0.0,0.10400000000000001,-3.6180000000000003,0.0439,132.113,4,Hip-Hop,English,2019
195,50,Enemies (feat. DaBaby),Hollywood's Bleeding,Post Malone,2019-09-06,196760,2,0.542,0.0588,0.542,0.674,0.0,0.0955,-4.169,0.21,76.388,4,Hip-Hop,English,2019
196,51,Allergic,Hollywood's Bleeding,Post Malone,2019-09-06,156893,1,0.665,0.154,0.665,0.741,3.02e-05,0.345,-3.694,0.0787,144.968,4,Hip-Hop,English,2019
197,52,A Thousand Bad Times,Hollywood's Bleeding,Post Malone,2019-09-06,221173,1,0.632,0.105,0.632,0.732,1.15e-05,0.111,-3.498,0.092,159.0,4,Hip-Hop,English,2019
198,53,Circles,Hollywood's Bleeding,Post Malone,2019-09-06,215280,4,0.695,0.192,0.695,0.762,0.00244,0.0863,-3.497,0.0395,120.042,4,Hip-Hop,English,2019
199,54,Die For Me (feat. Future & Halsey),Hollywood's Bleeding,Post Malone,2019-09-06,245266,2,0.614,0.19,0.614,0.66,0.0,0.21100000000000002,-2.8480000000000003,0.0441,145.01,4,Hip-Hop,English,2019
200,55,On The Road (feat. Meek Mill & Lil Baby),Hollywood's Bleeding,Post Malone,2019-09-06,218320,2,0.442,0.0589,0.442,0.737,0.0,0.102,-5.046,0.109,112.93,5,Hip-Hop,English,2019
201,56,Take What You Want (feat. Ozzy Osbourne & Travis Scott),Hollywood's Bleeding,Post Malone,2019-09-06,229573,2,0.499,0.0906,0.499,0.8,0.0,0.147,-2.665,0.0502,139.91899999999998,4,Hip-Hop,English,2019
202,57,I'm Gonna Be,Hollywood's Bleeding,Post Malone,2019-09-06,200680,1,0.746,0.703,0.746,0.5589999999999999,0.0,0.14800000000000002,-4.008,0.0316,117.943,4,Hip-Hop,English,2019
203,58,Staring At The Sun (feat. SZA),Hollywood's Bleeding,Post Malone,2019-09-06,168280,1,0.7240000000000001,0.248,0.7240000000000001,0.772,0.0,0.308,-4.388999999999999,0.184,95.074,4,Hip-Hop,English,2019
204,59,Sunflower - Spider-Man: Into the Spider-Verse,Hollywood's Bleeding,Post Malone,2019-09-06,157560,1,0.755,0.5329999999999999,0.755,0.522,0.0,0.0685,-4.368,0.0575,89.96,4,Hip-Hop,English,2019
205,60,Internet,Hollywood's Bleeding,Post Malone,2019-09-06,123386,0,0.469,0.841,0.469,0.489,0.0,0.10300000000000001,-6.071000000000001,0.0314,74.013,4,Hip-Hop,English,2019
206,61,Goodbyes (feat. Young Thug),Hollywood's Bleeding,Post Malone,2019-09-06,174853,2,0.5479999999999999,0.456,0.5479999999999999,0.653,0.0,0.10300000000000001,-3.875,0.081,150.06799999999998,4,Hip-Hop,English,2019
207,62,Myself,Hollywood's Bleeding,Post Malone,2019-09-06,158120,1,0.47600000000000003,0.102,0.47600000000000003,0.701,0.0,0.242,-4.234,0.0349,163.882,4,Hip-Hop,English,2019
208,63,I Know,Hollywood's Bleeding,Post Malone,2019-09-06,141413,1,0.6659999999999999,0.49700000000000005,0.6659999999999999,0.603,0.0,0.11199999999999999,-5.671,0.0763,102.94,4,Hip-Hop,English,2019
209,64,Wow.,Hollywood's Bleeding,Post Malone,2019-09-06,149546,1,0.8290000000000001,0.136,0.8290000000000001,0.539,1.78e-06,0.10300000000000001,-7.359,0.20800000000000002,99.96,4,Hip-Hop,English,2019
210,65,Writing on the Wall (feat. Post Malone & Cardi B),Writing on the Wall (feat. Post Malone & Cardi B),French Montana,2019-09-27,201270,67,0.773,0.28300000000000003,0.773,0.836,2.1e-05,0.0828,-2.326,0.153,112.01,4,Hip-Hop,English,2019
211,66,V12 (feat. Post Malone),BOSS MAN,Rich The Kid,2020-03-13,182426,17,0.787,0.0169,0.787,0.5760000000000001,0.0,0.0906,-6.731,0.0692,89.50200000000001,4,Hip-Hop,English,2020
212,67,Tommy Lee (feat. Post Malone) - Tommy Lee Remix,Tommy Lee (feat. Post Malone) [Tommy Lee Remix],Tyla Yaweh,2020-07-10,231437,71,0.591,0.00492,0.591,0.838,2.63e-06,0.29600000000000004,-6.011,0.0428,118.98299999999999,4,Hip-Hop,English,2020
0,0,Milestones,Milestones,Miles Davis,1958-04-01,342066,55,0.5529999999999999,0.442,0.5529999999999999,0.546,0.0005139999999999999,0.16699999999999998,-7.459,0.0341,118.215,4,jazz,English,1958
1,1,Take Five,Time Out,The Dave Brubeck Quartet,1959-12-14,324133,66,0.45399999999999996,0.539,0.45399999999999996,0.26,0.00078,0.0675,-13.193,0.0401,174.322,5,jazz,English,1959
2,2,Kiss Me In The Morning (feat. Jorja Smith),Kiss Me In The Morning (From The Netflix Original Series),The Eddy,2020-04-30,175373,49,0.642,0.7240000000000001,0.642,0.318,0.0,0.0854,-10.783,0.0913,128.063,4,jazz,English,2020
3,3,Monk's Dream - Take 8,Monk's Dream,Thelonious Monk,1963-01-01,385466,50,0.698,0.5720000000000001,0.698,0.278,0.0233,0.105,-15.425,0.0508,81.079,4,jazz,English,1963
4,4,Better Git It in Your Soul,Ah Um,Charles Mingus,1959-01-01,440840,51,0.457,0.111,0.457,0.5479999999999999,0.00016,0.10300000000000001,-12.485999999999999,0.0551,88.8,4,jazz,English,1959
5,5,So What,Kind Of Blue (Legacy Edition),Miles Davis,1959-08-17,562640,62,0.517,0.705,0.517,0.151,0.0013599999999999999,0.11599999999999999,-17.266,0.0373,136.356,4,jazz,English,1959
6,6,"Take the ""A"" Train",Piano In The Background,Duke Ellington,2004-07-27,331800,54,0.479,0.278,0.479,0.318,0.0959,0.107,-13.835999999999999,0.0395,94.036,4,jazz,English,2004
7,7,Here I'll Stay,Jeru,Gerry Mulligan,1962-01-01,300506,40,0.595,0.8640000000000001,0.595,0.225,0.0182,0.114,-16.395,0.0409,86.704,4,jazz,English,1962
8,8,Autumn Leaves,The Legendary Okeh & Epic Sessions,Ahmad Jamal,1951-01-01,159720,17,0.688,0.899,0.688,0.28,0.897,0.099,-16.222,0.0509,143.671,4,jazz,English,1951
9,9,'Round Midnight,'Round About Midnight,Miles Davis,1957-03-18,355333,56,0.495,0.79,0.495,0.182,0.000368,0.129,-11.116,0.0467,112.89,4,jazz,English,1957
10,10,Blue Train - Remastered 2003,Blue Train (Expanded Edition),John Coltrane,1958-01-01,644013,58,0.506,0.7979999999999999,0.506,0.493,0.00355,0.307,-7.7589999999999995,0.0427,134.77,4,jazz,English,1958
11,11,"Straight, No Chaser","Straight, No Chaser",Thelonious Monk,1967-01-01,688133,52,0.465,0.41,0.465,0.35,0.27899999999999997,0.135,-12.977,0.0403,93.336,4,jazz,English,1967
12,12,Mack the Knife,The Great American Songbook,Louis Armstrong,1929-01-01,201466,51,0.6729999999999999,0.586,0.6729999999999999,0.377,0.0,0.332,-14.140999999999998,0.0697,88.973,4,jazz,English,1929
13,13,Sucker,Sucker,Laura Benanti,2020-04-14,188653,29,0.7709999999999999,0.765,0.7709999999999999,0.325,0.000165,0.13,-11.513,0.0439,114.95100000000001,4,jazz,English,2020
14,14,God Bless the Child,The Bridge,Sonny Rollins,1962-01-01,446798,52,0.493,0.9129999999999999,0.493,0.0421,0.17300000000000001,0.0777,-18.070999999999998,0.0347,102.074,4,jazz,English,1962
